# NOTES:
#
# This is a trace of Super Mario Bros from the FCEUX emulator.
#
# It's not a complete trace; I've snipped a bunch of repetitive stuff (but not all of it).
#
# More importantly, the trace goes _just_ up until the point where the program
# writes the first data into the PPU's palette memory space.
#
# For some reason my emulator never hits this area, and it's been a real pain
# to figure out what's going wrong.
#
# This trace uses indentation based on the stack pointer to help show you
# subroutine structure, which is really helpful.
#
# Figuring this out requires ridiculous amounts of focus and it's very easy
# to lose my place after each debugging session, so I'm writing this to help
# me pick back up the next time.
#
# I'm going to mark points in the trace where I _last_ checked that we've hit
# with the text ===MARK=== after the trace line.
#
# Other lines that are interesting will be marked with ===NOTE===


  $8000: 78       SEIA:00 X:00 Y:00 S:FD P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:47 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0747 = #$00A:00 X:07 Y:47 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:47 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:46 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:46 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:46 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:46 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0746 = #$00A:00 X:07 Y:46 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:46 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:45 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:45 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:45 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:45 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0745 = #$00A:00 X:07 Y:45 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:45 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:44 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:44 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:44 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:44 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0744 = #$00A:00 X:07 Y:44 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:44 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:43 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:43 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:43 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:43 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0743 = #$00A:00 X:07 Y:43 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:43 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:42 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:42 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:42 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:42 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0742 = #$00A:00 X:07 Y:42 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:42 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:41 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:41 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:41 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:41 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0741 = #$00A:00 X:07 Y:41 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:41 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:40 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:40 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:40 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:40 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0740 = #$00A:00 X:07 Y:40 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:40 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:3F S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:3F S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:3F S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:3F S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $073F = #$00A:00 X:07 Y:3F S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:3F S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:3E S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:3E S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:3E S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:3E S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $073E = #$00A:00 X:07 Y:3E S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:3E S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:3D S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:3D S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:3D S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:3D S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $073D = #$00A:00 X:07 Y:3D S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:3D S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:3C S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:3C S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:3C S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:3C S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $073C = #$00A:00 X:07 Y:3C S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:3C S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:3B S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:3B S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:3B S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:3B S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $073B = #$00A:00 X:07 Y:3B S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:3B S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:3A S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:3A S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:3A S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:3A S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $073A = #$00A:00 X:07 Y:3A S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:3A S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:39 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:39 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:39 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:39 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0739 = #$00A:00 X:07 Y:39 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:39 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:38 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:38 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:38 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:38 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0738 = #$00A:00 X:07 Y:38 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:38 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:37 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:37 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:37 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:37 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0737 = #$00A:00 X:07 Y:37 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:37 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:36 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:36 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:36 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:36 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0736 = #$00A:00 X:07 Y:36 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:36 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:35 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:35 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:35 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:35 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0735 = #$00A:00 X:07 Y:35 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:35 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:34 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:34 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:34 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:34 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0734 = #$00A:00 X:07 Y:34 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:34 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:33 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:33 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:33 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:33 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0733 = #$00A:00 X:07 Y:33 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:33 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:32 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:32 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:32 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:32 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0732 = #$00A:00 X:07 Y:32 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:32 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:31 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:31 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:31 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:31 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0731 = #$00A:00 X:07 Y:31 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:31 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:30 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:30 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:30 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:30 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0730 = #$00A:00 X:07 Y:30 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:30 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:2F S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:2F S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:2F S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:2F S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $072F = #$00A:00 X:07 Y:2F S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:2F S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:2E S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:2E S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:2E S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:2E S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $072E = #$00A:00 X:07 Y:2E S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:2E S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:2D S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:2D S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:2D S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:2D S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $072D = #$00A:00 X:07 Y:2D S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:2D S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:2C S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:2C S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:2C S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:2C S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $072C = #$00A:00 X:07 Y:2C S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:2C S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:2B S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:2B S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:2B S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:2B S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $072B = #$00A:00 X:07 Y:2B S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:2B S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:2A S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:2A S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:2A S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:2A S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $072A = #$00A:00 X:07 Y:2A S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:2A S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:29 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:29 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:29 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:29 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0729 = #$00A:00 X:07 Y:29 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:29 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:28 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:28 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:28 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:28 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0728 = #$00A:00 X:07 Y:28 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:28 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:27 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:27 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:27 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:27 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0727 = #$00A:00 X:07 Y:27 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:27 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:26 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:26 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:26 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:26 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0726 = #$00A:00 X:07 Y:26 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:26 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:25 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:25 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:25 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:25 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0725 = #$00A:00 X:07 Y:25 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:25 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:24 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:24 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:24 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:24 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0724 = #$00A:00 X:07 Y:24 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:24 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:23 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:23 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:23 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:23 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0723 = #$00A:00 X:07 Y:23 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:23 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:22 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:22 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:22 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:22 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0722 = #$00A:00 X:07 Y:22 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:22 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:21 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:21 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:21 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:21 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0721 = #$00A:00 X:07 Y:21 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:21 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:20 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:20 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:20 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:20 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0720 = #$00A:00 X:07 Y:20 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:20 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:1F S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:1F S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:1F S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:1F S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $071F = #$00A:00 X:07 Y:1F S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:1F S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:1E S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:1E S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:1E S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:1E S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $071E = #$00A:00 X:07 Y:1E S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:1E S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:1D S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:1D S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:1D S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:1D S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $071D = #$00A:00 X:07 Y:1D S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:1D S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:1C S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:1C S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:1C S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:1C S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $071C = #$00A:00 X:07 Y:1C S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:1C S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:1B S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:1B S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:1B S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:1B S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $071B = #$00A:00 X:07 Y:1B S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:1B S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:1A S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:1A S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:1A S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:1A S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $071A = #$00A:00 X:07 Y:1A S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:1A S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:19 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:19 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:19 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:19 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0719 = #$00A:00 X:07 Y:19 S:F7 P:nvubdIzC 
        $90DE: 88       DEYA:00 X:07 Y:19 S:F7 P:nvubdIzC 
        $90DF: C0 FF    CPY #$FFA:00 X:07 Y:18 S:F7 P:nvubdIzC 
        $90E1: D0 F1    BNE $90D4A:00 X:07 Y:18 S:F7 P:nvubdIzc 
        $90D4: E0 01    CPX #$01A:00 X:07 Y:18 S:F7 P:nvubdIzc 
        $90D6: D0 04    BNE $90DCA:00 X:07 Y:18 S:F7 P:nvubdIzC 
        $90DC: 91 06    STA ($06),Y @ $0718 = #$00A:00 X:07 Y:18 S:F7 P:nvubdIzC 
